Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
French,S3,Reading,British,British,P18,C,Low,PLAT,1053.492,1197.819,-1.029,-2.964,0.674,-0.702,-6.953,-8.200,-5.846,-6.769,5.923,5.236,6.520,6.067,13.925,10.334,13.047,18.369,33.573,33.312,34.526,32.933,32.670,30.314,34.266,33.565,23.568,23.747,23.485,23.499,18.992,16.542,18.851,21.630,166.510,153.173,171.689,175.225,0.702,0.715,0.720,0.672,302.171,296.841,313.475,295.975
French,S3,Reading,British,British,P19,M,Low,PLAT,1056.201,1224.315,-6.163,-6.340,-5.738,-6.383,0.124,-3.339,2.116,1.657,-6.287,-3.001,-7.854,-8.040,1.402,-0.559,1.852,2.951,2.933,3.052,4.814,0.996,3.518,5.339,1.791,3.387,-3.437,1.201,-7.003,-4.608,20.592,18.948,21.732,21.088,94.695,109.277,86.040,88.468,0.671,0.678,0.690,0.645,331.715,320.900,348.566,325.679
French,S3,Reading,British,British,P22,M,Low,PLAT,1042.516,1201.950,-0.154,-1.054,-0.277,0.870,-4.877,-5.890,-5.382,-3.378,4.723,4.836,5.105,4.248,-14.712,-15.432,-14.900,-13.834,16.337,15.528,16.679,16.788,12.930,12.195,15.577,11.025,5.275,5.295,4.425,6.085,21.850,20.010,22.609,22.997,177.648,174.595,172.479,185.701,0.701,0.745,0.751,0.614,434.217,420.733,414.374,465.509
French,S3,Reading,British,British,P23,M,High,IL,800.682,911.923,-3.193,-4.968,-0.876,-3.645,-3.426,-6.727,-0.864,-2.570,0.234,1.759,-0.012,-1.075,3.707,2.902,4.417,3.828,6.737,6.592,8.497,5.179,10.351,12.874,10.178,8.010,1.285,-0.827,0.645,4.019,16.279,15.343,17.757,15.763,186.918,184.638,190.197,186.001,0.595,0.611,0.583,0.596,471.869,458.820,490.881,461.673
French,S3,Reading,British,British,P25,M,Low,PLAT,784.992,990.392,0.673,0.941,0.660,0.431,-3.519,-7.103,-1.542,-1.906,4.192,8.044,2.202,2.336,-12.348,-14.334,-10.819,-11.918,18.004,16.271,18.724,18.994,10.597,9.561,8.433,13.793,4.795,7.219,2.533,4.652,20.452,19.756,19.241,22.391,160.703,155.995,157.193,168.905,0.522,0.497,0.534,0.531,406.439,409.214,369.825,440.229
French,S3,Reading,British,British,P26,M,High,IL,1581.141,1727.795,-6.849,-4.336,-8.327,-7.894,-7.379,-7.666,-8.738,-5.732,0.529,3.330,0.412,-2.163,4.538,4.385,4.127,5.090,8.608,13.620,9.104,3.108,14.449,18.339,12.563,12.365,4.103,3.148,6.273,3.037,15.032,15.716,14.549,14.878,177.067,162.461,180.225,188.546,0.682,0.631,0.748,0.669,357.150,339.614,332.946,398.396
French,S3,Reading,British,British,P27,M,Low,PLAT,888.537,1071.115,3.138,1.645,4.341,3.435,-1.200,-3.141,0.437,-0.885,4.338,4.785,3.904,4.321,16.905,16.875,17.725,16.177,30.657,31.916,31.039,29.043,31.831,34.566,30.004,30.943,23.097,20.422,23.957,24.834,20.940,18.209,22.873,21.720,167.081,162.579,166.977,171.606,0.550,0.642,0.509,0.514,404.372,362.094,409.551,434.539
French,S3,Reading,British,British,P6,M,Low,PÂTE,1241.487,1411.207,3.036,4.032,2.710,2.352,-4.231,-2.690,-4.910,-5.107,7.267,6.722,7.620,7.459,12.677,11.291,11.795,14.993,38.433,36.914,42.896,35.554,35.278,37.050,39.209,29.541,28.738,27.110,31.316,27.872,19.356,18.842,18.238,20.992,163.209,156.488,166.053,167.175,0.595,0.613,0.601,0.574,357.375,342.674,335.471,392.563
French,S3,Reading,British,British,P9,M,High,IL,897.223,1017.451,-1.102,-2.338,0.281,-1.191,-6.852,-4.642,-7.547,-8.425,5.750,2.304,7.828,7.234,4.247,5.576,4.361,2.799,13.872,13.470,13.855,14.295,15.945,15.303,16.418,16.153,10.488,4.274,13.367,13.969,17.715,14.861,20.580,17.798,182.438,177.028,180.069,190.119,0.685,0.740,0.720,0.595,403.027,424.068,417.750,367.262
English,S4,Reading,American,American,P1,C,Low,TRAP,847.961,1022.519,-2.411,0.201,-2.904,-4.501,-11.840,-6.462,-12.584,-16.400,9.429,6.663,9.681,11.899,10.777,12.017,11.082,9.303,32.103,27.511,37.518,31.485,31.890,27.020,38.917,30.003,30.000,27.167,34.221,28.766,17.215,20.430,15.780,15.488,174.072,176.049,174.381,171.624,0.710,0.676,0.606,0.859,131.849,155.202,116.737,114.238
English,S4,Reading,American,American,P11,M,High,KIT,731.660,867.994,-0.722,-1.616,0.833,-1.345,-13.314,-11.798,-13.776,-14.359,12.593,10.183,14.609,13.014,-1.140,-1.020,-2.344,-0.062,14.631,14.842,14.975,14.066,13.740,13.249,13.677,14.367,20.893,19.009,21.205,22.445,19.005,16.508,21.682,18.846,182.678,192.540,179.113,176.272,0.719,0.729,0.695,0.742,162.350,179.230,162.822,145.341
English,S4,Reading,American,American,P13,M,High,FLEECE,858.261,1004.788,-6.871,-9.681,-4.622,-6.214,-5.408,-7.010,-3.236,-5.896,-1.463,-2.670,-1.386,-0.318,1.781,2.030,2.133,1.181,0.658,1.998,-0.006,-0.047,14.999,13.374,16.565,15.087,5.317,3.857,4.465,7.607,14.936,14.900,14.375,15.549,196.945,204.862,194.646,191.307,0.769,0.766,0.768,0.773,152.005,181.070,156.340,121.445
English,S4,Reading,American,American,P14,M,High,KIT,992.686,1107.360,-0.712,-1.562,0.481,-0.999,-11.620,-10.069,-11.480,-13.329,10.907,8.507,11.961,12.330,0.506,0.775,0.285,0.407,13.793,12.570,15.018,13.813,19.933,21.886,20.095,17.852,18.630,14.012,17.819,24.019,16.835,15.984,18.144,16.419,178.328,189.830,174.606,170.388,0.644,0.618,0.651,0.667,167.007,184.113,161.482,152.021
English,S4,Reading,American,American,P16,M,High,GOOSE,742.762,979.753,-0.291,0.765,-0.248,-1.387,1.013,2.997,3.066,-2.980,-1.304,-2.232,-3.313,1.593,4.735,2.928,4.797,6.498,5.067,0.041,0.492,14.580,17.196,17.690,14.364,19.485,16.117,11.544,17.040,19.720,19.817,18.957,20.832,19.694,187.562,197.041,189.477,176.176,0.745,0.751,0.789,0.693,254.053,291.210,254.210,218.234
English,S4,Reading,American,American,P19,M,High,GOOSE,671.556,858.988,-1.963,-0.492,-1.495,-3.901,-2.397,-0.710,-3.333,-3.159,0.434,0.218,1.838,-0.742,6.237,5.968,6.286,6.447,6.256,6.309,9.016,3.479,21.502,21.280,21.625,21.596,10.130,10.987,10.179,9.223,20.352,21.758,21.257,18.041,185.294,187.282,180.233,188.383,0.731,0.715,0.731,0.805,247.405,299.698,224.308,104.138
English,S4,Reading,American,American,P2,M,High,KIT,852.161,1010.156,-0.067,1.272,2.201,-3.556,-10.734,-10.015,-9.703,-12.446,10.666,11.287,11.904,8.890,1.139,-0.245,2.583,1.114,15.058,14.849,16.403,13.957,21.562,20.304,26.576,18.012,21.047,17.477,20.309,25.365,18.356,17.982,19.331,17.822,175.279,178.137,168.738,178.599,0.756,0.702,0.779,0.798,200.493,233.813,194.221,161.593
English,S4,Reading,American,American,P21,M,High,FLEECE,890.307,1049.576,-2.107,-3.618,-0.548,-2.099,-7.478,-6.366,-6.009,-9.995,5.371,2.748,5.461,7.897,4.420,4.093,4.836,4.336,17.003,14.777,20.861,15.498,19.307,16.361,19.662,21.873,16.157,15.058,14.146,19.226,17.972,18.096,17.172,18.658,178.970,192.421,175.429,169.129,0.684,0.664,0.707,0.678,229.683,261.144,229.713,191.890
English,S4,Reading,American,American,P22,M,High,FLEECE,1497.377,1639.980,-0.827,-2.740,1.735,-1.330,-10.547,-14.698,-9.620,-7.257,9.720,11.958,11.354,5.926,1.536,-1.338,1.905,4.086,14.391,15.120,13.582,14.441,23.130,24.232,24.038,21.170,12.479,11.468,10.137,15.788,16.844,15.431,17.619,17.504,170.781,187.215,163.674,161.091,0.708,0.679,0.703,0.737,201.878,220.971,197.883,190.521
English,S4,Reading,American,American,P23,M,High,GOOSE,830.296,961.533,-6.227,-7.341,-2.400,-8.800,-11.559,-13.839,-11.645,-9.133,5.332,6.499,9.246,0.334,5.060,5.639,4.347,5.200,14.150,17.069,15.588,9.911,26.718,26.720,29.402,24.119,16.914,16.689,19.414,14.710,17.043,16.249,19.229,15.743,199.169,210.078,185.780,201.283,0.686,0.671,0.690,0.751,193.160,194.354,199.567,129.700
English,S4,Reading,American,American,P24,M,High,GOOSE,1665.598,1841.271,0.271,-0.546,1.350,0.039,-9.052,-8.439,-9.370,-9.343,9.323,7.893,10.719,9.381,3.147,2.657,3.540,3.258,13.389,13.393,13.249,13.513,28.428,25.255,30.649,29.418,15.668,12.591,17.477,16.978,17.588,16.862,17.941,17.988,175.154,187.273,172.619,165.514,0.698,0.682,0.683,0.729,281.027,298.076,287.109,258.709
English,S4,Reading,American,American,P25,M,High,FLEECE,1175.860,1322.706,-3.919,-4.459,-1.916,-5.302,-7.796,-7.773,-7.724,-7.896,3.876,3.314,5.808,2.594,4.825,3.872,5.234,5.374,16.593,13.186,21.198,15.542,18.413,18.325,20.004,16.906,15.593,14.896,18.719,13.274,15.783,16.066,15.644,15.703,182.958,190.762,177.706,180.227,0.706,0.693,0.712,0.716,175.286,189.502,178.037,147.625
English,S4,Reading,American,American,P26,M,High,FLEECE,1133.792,1276.497,-5.102,-8.871,-3.287,-3.122,-5.484,-4.248,-2.659,-9.459,0.383,-4.624,-0.627,6.337,5.263,4.588,7.068,4.169,10.906,2.401,13.161,17.129,18.630,10.906,20.888,24.112,13.516,8.988,13.617,17.940,14.898,14.775,14.088,15.831,186.707,204.760,185.744,169.648,0.674,0.655,0.681,0.680,188.844,222.365,205.089,149.194
English,S4,Reading,American,American,P27,C,Low,LOT,1359.789,1538.570,-8.558,-7.880,-8.202,-9.574,-8.859,-12.788,-5.969,-7.699,0.300,4.908,-2.233,-1.875,0.844,-0.208,2.622,0.249,11.351,13.867,10.942,9.196,16.984,17.738,13.931,19.197,2.121,5.369,-1.862,2.757,15.502,14.849,16.586,15.126,170.084,202.104,139.459,168.392,0.827,0.506,0.856,0.879,113.699,133.940,110.561,113.082
English,S4,Reading,American,American,P5,M,High,KIT,1154.262,1294.418,-6.622,-2.535,-2.550,-14.830,-15.199,-11.255,-9.272,-25.184,8.577,8.720,6.722,10.354,4.643,6.859,9.837,-2.909,20.087,22.947,22.470,14.714,23.139,29.082,26.730,13.352,20.101,20.971,23.082,16.205,17.452,17.754,18.065,16.559,190.533,194.016,175.040,202.317,0.684,0.665,0.706,0,172.631,202.695,138.392,0
English,S4,Reading,American,American,P6,C,Low,TRAP,1037.293,1225.867,-1.383,0.962,1.480,-6.507,-9.586,-7.320,-5.530,-15.794,8.203,8.282,7.010,9.288,13.300,15.049,14.163,10.740,34.280,34.032,40.130,28.798,36.322,33.666,42.837,32.549,28.257,28.550,33.853,22.515,18.541,19.514,20.075,16.056,179.885,179.468,175.696,184.364,0.712,0.652,0.760,0.776,140.630,164.187,123.052,102.375
English,S4,Reading,American,American,P7,C,High,FLEECE,1178.545,1298.315,-9.759,-12.645,-6.768,-9.829,3.892,5.200,5.413,1.185,-13.651,-17.845,-12.182,-11.014,14.451,16.949,16.273,10.334,9.267,16.174,5.465,6.158,15.428,17.977,14.217,14.087,9.070,10.045,9.041,8.140,19.096,18.031,20.358,18.919,88.041,85.184,88.085,90.757,0.724,0.729,0.718,0.730,159.010,187.823,144.812,137.829
French,S4,Reading,American,American,P1,M,Low,PLAT,926.504,1062.794,-2.930,-2.161,-0.838,-5.642,-5.979,-9.644,-3.726,-4.545,3.049,7.483,2.889,-1.097,-3.049,-6.707,-5.183,2.525,15.274,15.275,20.961,9.879,12.537,11.698,10.413,15.403,13.241,16.135,14.463,9.294,20.858,19.695,24.180,18.882,187.402,189.859,183.307,188.833,0.648,0.584,0.686,0.745,123.778,137.660,115.920,98.900
French,S4,Reading,American,American,P10,M,High,RUE,871.713,979.717,-2.019,-1.661,-1.976,-2.422,0.196,0.071,0.020,0.495,-2.216,-1.732,-1.995,-2.917,4.050,3.413,4.084,4.652,0.060,0.032,-0.002,0.147,16.724,16.724,16.223,17.197,15.280,17.208,15.821,12.843,18.203,17.349,18.629,18.641,183.239,183.969,183.453,182.289,0.684,0.673,0.701,0.678,111.597,115.158,109.561,110.072
French,S4,Reading,American,American,P11,M,High,ROUE,772.352,866.213,-0.563,-2.915,1.213,0.194,-7.316,-5.794,-8.108,-8.130,6.753,2.880,9.321,8.325,6.203,7.016,5.927,5.647,12.506,10.585,13.505,13.556,25.939,22.758,29.975,25.435,14.615,8.444,16.906,18.841,17.032,15.836,18.144,17.216,177.671,183.589,175.867,173.269,0.544,0.521,0.538,0.570,241.478,248.356,243.994,233.147
French,S4,Reading,American,American,P13,M,High,RUE,1066.215,1194.309,-3.332,-4.378,-1.828,-3.741,-5.131,-5.386,-5.683,-4.301,1.799,1.008,3.855,0.560,5.086,3.664,6.178,5.445,12.329,8.536,17.405,11.119,18.649,14.460,20.610,20.986,16.049,17.603,21.003,9.507,16.243,14.483,17.882,16.454,182.213,188.248,179.367,178.778,0.576,0.588,0.559,0.584,158.602,200.725,157.433,124.505
French,S4,Reading,American,American,P14,M,High,IL,872.686,970.886,-4.126,-5.389,-4.474,-2.547,-7.751,-6.110,-6.743,-10.314,3.626,0.721,2.268,7.767,5.648,5.701,6.792,4.517,16.472,12.596,20.319,16.599,21.284,21.876,20.494,21.573,7.186,4.893,5.337,11.245,15.877,14.965,15.415,17.235,183.901,187.747,188.068,176.138,0.607,0.608,0.611,0.602,113.848,103.812,104.155,138.888
French,S4,Reading,American,American,P15,M,High,ROUE,797.632,843.920,-5.933,-11.941,-2.851,-2.889,-8.744,-10.410,-6.367,-9.193,2.811,-1.530,3.517,6.304,5.533,3.569,6.981,6.168,12.302,2.623,14.590,19.405,24.084,16.595,26.195,29.378,0.404,-6.811,3.424,4.644,15.238,14.006,15.739,15.932,174.486,187.245,172.291,164.332,0.559,0.559,0.549,0.569,210.569,215.557,216.593,200.931
French,S4,Reading,American,American,P16,M,Low,PLAT,1004.321,1141.094,-1.108,-0.423,-0.561,-2.344,-4.501,-9.238,-0.559,-3.560,3.392,8.815,-0.002,1.216,-6.780,-10.887,-9.157,-0.266,19.894,21.090,19.619,18.957,19.819,21.963,17.629,19.840,12.867,13.614,10.549,14.392,19.147,18.800,20.689,18.031,177.825,176.900,178.036,178.521,0.614,0.616,0.615,0.611,138.143,139.786,148.757,124.512
French,S4,Reading,American,American,P17,M,Low,PÂTE,772.602,924.321,-0.563,-1.315,1.051,-1.393,-4.970,-7.390,-2.682,-4.844,4.406,6.075,3.733,3.451,-3.095,-5.611,-6.706,2.983,17.540,14.275,18.827,19.443,18.581,17.185,15.671,22.870,9.877,7.792,8.495,13.317,20.573,18.333,22.868,20.569,182.265,186.661,177.584,182.491,0.612,0.582,0.589,0.659,140.207,165.577,157.286,102.586
French,S4,Reading,American,American,P18,M,Low,PLAT,969.632,1076.350,-2.108,-5.929,0.208,-0.537,-2.109,-6.178,0.639,-0.689,0.002,0.249,-0.431,0.152,-5.491,-3.148,-8.844,-4.515,14.922,8.899,17.142,18.674,16.348,15.525,16.044,17.485,10.456,7.763,11.889,11.699,19.514,16.886,21.282,20.387,181.063,196.679,176.098,170.380,0.739,0.745,0.735,0.739,142.435,158.663,140.906,132.244
French,S4,Reading,American,American,P19,M,Low,PLAT,1011.607,1165.898,-2.104,-0.759,-1.841,-3.665,0.731,2.000,1.299,-1.045,-2.835,-2.759,-3.140,-2.620,-5.680,-7.071,-8.551,-1.592,1.290,1.342,1.123,1.398,11.357,10.996,10.222,12.805,6.527,4.952,8.943,5.777,20.411,22.313,20.199,18.745,177.452,180.973,176.809,174.608,0.690,0.665,0.698,0.714,102.989,109.596,100.186,97.088
French,S4,Reading,American,American,P22,M,Low,PLAT,1310.530,1391.533,4.005,1.938,5.615,4.574,-3.760,-7.142,-1.100,-2.859,7.765,9.080,6.716,7.433,21.395,25.726,18.512,19.912,37.183,39.083,36.154,36.296,36.648,39.341,38.882,31.749,28.424,30.657,29.433,25.237,22.693,19.390,24.072,24.721,186.627,201.094,184.356,174.356,0.743,0.736,0.787,0.699,141.168,160.679,137.522,125.758
French,S4,Reading,American,American,P23,M,High,IL,753.723,859.155,-5.804,-5.679,-1.959,-9.588,-8.178,-7.332,-7.838,-9.352,2.374,1.653,5.879,-0.236,2.911,1.535,3.603,3.660,11.805,9.349,20.954,5.574,17.829,14.542,22.207,16.980,3.946,0.780,7.487,3.744,17.065,16.741,20.619,13.965,176.365,177.083,168.627,183.161,0.558,0.552,0.564,0,164.433,167.534,161.331,0
French,S4,Reading,American,American,P25,C,Low,PLAT,859.706,1064.142,1.091,3.548,2.171,-2.468,-3.799,-3.755,-5.008,-2.686,4.890,7.303,7.179,0.218,6.174,8.450,11.478,-1.468,26.080,27.840,34.108,16.324,24.694,27.993,32.420,13.675,22.095,25.464,29.433,11.378,19.004,19.342,18.305,19.335,180.919,184.736,181.415,176.583,0.681,0.675,0.692,0.674,111.242,128.205,104.497,100.228
French,S4,Reading,American,American,P26,M,High,IL,836.526,992.103,-5.345,-4.289,-4.461,-7.202,-5.734,-4.864,-6.174,-6.144,0.389,0.575,1.713,-1.058,4.707,3.371,6.642,4.170,9.602,9.674,12.697,6.513,17.725,16.260,21.410,15.584,3.965,3.869,4.338,3.772,14.487,15.208,14.674,13.611,181.356,183.514,179.005,181.551,0.621,0.583,0.641,0.653,109.599,130.115,105.312,81.467
French,S4,Reading,American,American,P27,M,Low,PLAT,841.118,952.979,-2.208,-3.203,-1.273,-2.126,-4.716,-2.939,-1.780,-9.373,2.508,-0.264,0.507,7.247,-5.985,-3.716,-6.488,-7.778,17.900,12.726,19.764,21.265,16.674,13.764,14.986,21.169,9.243,5.244,8.945,13.432,18.948,16.617,19.207,21.038,177.799,185.359,174.781,173.207,0.694,0.666,0.708,0.701,133.687,148.362,133.173,122.700
French,S4,Reading,American,American,P6,C,Low,PÂTE,888.816,996.820,-2.787,-6.491,-1.910,0.007,1.383,0.312,7.988,-3.805,-4.170,-6.803,-9.898,3.812,10.544,6.928,8.764,15.846,28.384,23.031,30.567,31.608,30.391,23.728,32.407,35.056,19.794,13.858,20.086,25.376,18.345,18.491,20.510,16.189,119.846,96.818,92.585,169.140,0.787,0.798,0.789,0.770,108.774,112.141,111.903,100.664
French,S4,Reading,American,American,P9,M,High,IL,832.389,938.804,-5.032,-5.589,-5.235,-4.280,-3.504,-3.764,-3.222,-3.470,-1.528,-1.825,-2.013,-0.811,6.053,4.048,7.407,6.814,5.324,1.333,5.406,9.175,19.289,17.940,20.115,19.835,0.069,0.474,-3.179,2.724,16.222,14.465,15.664,18.528,192.837,193.489,192.749,192.265,0.627,0.643,0.602,0.637,90.108,90.529,88.453,91.389
English,S6,Reading,American,American,P1,C,Low,TRAP,865.549,1088.241,8.401,11.991,8.651,4.573,1.776,4.391,4.392,-3.401,6.625,7.600,4.259,7.975,5.573,3.600,6.558,6.680,21.119,17.902,22.191,23.310,22.418,21.410,24.273,21.623,23.581,23.828,24.892,22.109,22.373,22.339,24.502,20.296,190.226,197.387,183.750,189.388,0.699,0.634,0.714,0.749,142.289,194.036,129.295,103.711
English,S6,Reading,American,American,P11,M,High,KIT,855.217,979.298,7.602,7.376,9.555,5.971,-1.410,-0.753,-0.092,-3.374,9.012,8.129,9.647,9.345,-3.938,-1.436,-4.790,-5.698,11.148,13.130,9.711,10.528,9.420,12.133,12.006,4.187,15.859,16.311,19.286,12.055,21.873,18.108,23.067,24.617,194.036,205.251,191.406,185.126,0.632,0.639,0.606,0.652,170.333,209.812,167.144,141.488
English,S6,Reading,American,American,P13,M,High,FLEECE,894.772,1065.158,2.463,-1.474,5.856,3.175,4.883,2.737,8.230,3.840,-2.420,-4.210,-2.374,-0.665,3.439,1.243,4.663,4.454,4.218,2.590,2.345,7.648,6.968,5.947,9.717,5.373,-1.312,-2.572,-1.833,0.527,21.700,18.169,24.207,22.850,202.144,210.928,199.426,195.944,0.665,0.678,0.640,0.680,160.189,188.729,172.179,125.668
English,S6,Reading,American,American,P14,C,High,KIT,1040.405,1193.251,3.605,7.271,6.454,-2.862,-2.296,-1.847,-3.938,-1.209,5.901,9.118,10.392,-1.653,-0.247,0.285,-1.358,0.251,10.168,13.702,13.467,3.410,11.894,14.567,8.504,12.455,8.282,12.802,10.593,1.523,21.195,19.810,24.647,19.171,161.743,196.487,181.972,106.487,0.708,0.673,0.695,0.821,138.941,158.912,121.796,134.929
English,S6,Reading,American,American,P16,M,High,GOOSE,826.145,978.991,3.944,5.792,6.110,0.001,2.694,8.061,2.303,-2.276,1.250,-2.269,3.807,2.277,4.715,5.474,5.252,3.434,14.063,5.735,21.537,15.144,15.205,9.153,18.471,18.034,13.743,14.624,18.587,8.169,23.263,24.057,24.493,21.338,204.305,195.746,191.979,224.710,0.732,0.741,0.723,0.732,158.184,208.220,161.880,103.378
English,S6,Reading,American,American,P19,C,High,GOOSE,759.867,925.242,4.079,6.109,5.443,0.711,2.392,9.063,3.695,-5.562,1.687,-2.954,1.747,6.273,3.787,3.797,4.421,3.171,11.734,4.452,16.334,14.474,22.411,21.066,24.213,22.025,10.787,9.726,10.889,11.781,20.215,20.929,22.676,17.084,188.324,192.005,186.899,185.915,0.710,0.703,0.710,0.717,149.202,180.133,151.398,114.785
English,S6,Reading,American,American,P2,C,High,KIT,967.232,1143.882,4.157,5.737,7.936,-1.126,-2.601,-3.141,-0.669,-4.007,6.758,8.877,8.605,2.881,-0.629,-3.420,0.183,1.300,14.834,12.044,21.035,11.442,10.448,12.758,12.195,6.435,13.210,10.154,14.742,14.793,19.983,20.951,23.163,15.862,216.121,199.921,195.336,253.231,0.721,0.698,0.698,0.803,135.910,151.829,118.909,137.375
English,S6,Reading,American,American,P21,M,High,FLEECE,903.115,1062.121,3.313,-0.728,6.399,4.370,6.285,3.388,8.757,6.792,-2.972,-4.116,-2.358,-2.422,2.740,2.481,2.241,3.483,1.093,1.835,0.306,1.114,5.528,4.269,7.748,4.610,0.882,-1.115,-0.087,3.876,19.632,16.611,21.002,21.312,203.582,211.635,202.234,196.870,0.741,0.757,0.737,0.730,150.341,160.847,163.223,128.142
English,S6,Reading,American,American,P22,M,High,FLEECE,1300.675,1471.061,2.261,3.979,3.840,-0.952,4.343,6.279,5.565,1.275,-2.082,-2.300,-1.725,-2.226,4.124,4.968,4.379,3.074,3.540,5.125,4.509,1.020,5.554,8.337,6.927,1.487,1.805,3.965,2.090,-0.686,20.636,20.751,23.418,17.877,193.638,200.846,190.094,190.017,0.747,0.764,0.712,0.767,132.472,167.479,139.484,93.525
English,S6,Reading,American,American,P23,M,High,GOOSE,1003.334,1151.550,6.266,5.509,8.668,4.758,2.027,0.481,3.312,2.354,4.239,5.028,5.356,2.404,5.691,4.518,6.597,5.996,19.576,16.384,22.835,19.657,24.345,22.063,27.109,24.015,11.275,12.012,13.181,8.781,21.839,19.450,22.668,23.445,198.819,206.090,196.949,193.328,0.771,0.806,0.774,0.735,169.703,184.189,188.302,136.829
English,S6,Reading,American,American,P24,C,High,GOOSE,1164.282,1399.816,0.633,6.872,0.224,-5.195,-0.877,1.370,0.658,-4.640,1.510,5.502,-0.434,-0.554,4.385,5.165,6.480,1.575,9.230,17.392,9.563,0.803,20.545,26.821,18.847,15.985,5.421,10.253,0.908,4.986,19.032,22.408,20.390,14.297,213.937,201.586,201.183,238.980,0.729,0.686,0.701,0.839,118.099,149.232,94.266,108.622
English,S6,Reading,American,American,P25,C,High,FLEECE,1224.992,1420.435,-1.154,0.503,0.714,-4.602,-0.031,2.891,2.137,-5.096,-1.122,-2.388,-1.423,0.494,2.182,3.001,3.348,0.189,2.431,4.317,2.702,0.304,6.218,5.606,4.760,8.303,0.863,0.547,-3.740,5.792,18.245,18.883,19.217,16.688,186.356,200.119,182.352,176.437,0.741,0.700,0.689,0.855,134.734,156.884,118.978,127.888
English,S6,Reading,American,American,P26,C,High,FLEECE,1341.654,1519.816,0.480,3.942,0.151,-2.592,2.133,6.392,0.937,-0.901,-1.653,-2.450,-0.786,-1.692,3.001,4.452,3.383,1.209,3.365,6.405,4.568,-0.826,6.897,6.721,7.145,6.850,2.548,5.355,-0.865,3.101,18.767,16.488,18.438,21.304,154.106,200.017,181.574,81.349,0.698,0.496,0.777,0.855,141.774,164.219,131.595,126.672
English,S6,Reading,American,American,P27,C,Low,LOT,1517.560,1741.609,3.951,7.995,4.380,-0.461,1.683,-1.072,2.627,3.546,2.268,9.067,1.753,-4.008,6.820,2.031,8.083,10.293,18.898,21.369,19.720,15.588,23.049,23.614,24.095,21.447,15.260,16.873,14.695,14.236,20.536,21.454,21.558,18.615,156.733,207.924,148.795,114.188,0.767,0.778,0.688,0.845,122.319,135.166,120.109,110.408
English,S6,Reading,American,American,P5,C,High,KIT,991.093,1130.220,-1.456,5.649,0.346,-10.309,-7.049,-5.085,-3.446,-12.563,5.593,10.734,3.792,2.254,-1.289,-4.129,1.500,-1.209,12.421,17.686,13.467,6.177,6.522,12.421,7.325,-0.142,10.673,14.738,9.196,8.104,18.620,20.793,19.974,15.147,189.236,204.873,181.688,181.111,0.783,0.787,0.774,0,142.431,154.811,109.659,0
English,S6,Reading,American,American,P6,C,Low,TRAP,1333.212,1571.095,1.946,9.394,2.526,-6.156,1.739,3.853,2.093,-0.676,0.206,5.541,0.434,-5.480,6.502,6.909,8.528,4.171,17.142,19.553,18.451,13.392,19.819,22.840,21.156,15.415,19.962,22.683,20.999,16.227,21.181,22.946,19.872,20.715,142.847,191.047,139.127,97.717,0.662,0.622,0.731,0.586,108.750,135.363,84.167,103.221
English,S6,Reading,American,American,P7,M,High,FLEECE,1241.777,1447.243,4.077,4.398,7.587,0.280,6.898,8.045,10.414,2.270,-2.821,-3.647,-2.827,-1.990,2.145,2.451,2.834,1.178,0.934,1.272,1.244,0.290,0.430,1.373,1.908,-1.961,-0.984,1.095,0.291,-4.196,22.088,19.957,24.725,21.638,207.583,211.713,206.153,204.866,0.623,0.640,0.618,0.612,149.147,174.559,170.143,103.043
French,S6,Reading,American,American,P1,M,Low,PLAT,1126.028,1285.462,11.487,7.565,14.058,12.931,3.393,-0.008,5.944,4.332,8.094,7.573,8.114,8.599,1.571,-0.505,3.185,2.126,21.946,17.697,23.847,24.356,22.026,15.892,26.919,23.435,21.108,14.375,24.101,24.975,21.328,17.849,23.045,23.158,200.135,206.569,200.494,193.353,0.779,0.781,0.780,0.776,166.672,180.731,165.721,154.891
French,S6,Reading,American,American,P10,M,High,RUE,1066.029,1158.604,8.130,7.687,8.316,8.400,11.386,10.430,11.925,11.827,-3.256,-2.743,-3.609,-3.427,4.442,4.245,4.569,4.531,1.985,1.399,2.371,2.218,8.975,12.522,7.485,6.806,14.256,15.751,15.049,12.030,22.210,19.545,22.661,24.437,212.712,209.428,213.678,215.052,0.678,0.692,0.722,0.621,302.076,297.373,297.048,311.655
